0,0.012164,0.015392,0.017183,0.019086,0.030349,0.033629,0.025624,0.031269,0.029941,0.031464,0.044628,0.059094,0.069251,0.073221,0.072766,0.071125,0.068808,0.065999,0.063537,0.061167,0.059055,0.057186,0.055455,0.053885,0.052499,0.051247,0.050246,0.049375,0.048573,0.047929,0.047437,0.047118,0.046857,0.046774,0.046787,0.046907,0.047172,0.047533,0.048049,0.048633,0.049281,0.050021,0.050708,0.051335,0.051887,0.055016,0.056152,0.057577,0.058555,0.059847,0.062386,0.064987,0.065779,0.066391,0.067142,0.068851,0.070344,0.073024,0.075733,0.078574,0.081414,0.087184,0.096413,0.11439,0.10795,0.10219,0.10384,0.10517,0.1099,0.11293,0.11532,0.11803,0.12146,0.12405,0.1324,0.13312,0.13378,0.13456,0.1356,0.13641,0.13699,0.13765,0.13825,0.13882,0.13979,0.14065,0.14137,0.14205,0.14291,0.14379,0.14472,0.14552,0.14645,0.14729,0.14825,0.14912,0.14965,0.15018,0.15141,0.15252,0.15525,0.15593,0.15721,0.15845,0.15962,0.16027,0.16105,0.16232,0.16325,0.16427,0.16486,0.16647,0.16767,0.16943,0.17028,0.17345,0.17422,0.17753,0.17925,0.18,0.18154,0.18308,0.18443,0.18561,0.18686,0.1885,0.1909,0.19398,0.19626,0.19868,0.20162,0.20459,0.20732,0.21104,0.21739,0.22633,0.22905,0.23129,0.25112,0.25412,0.25707,0.26248,0.26434,0.26879,0.28216,0.28501,0.28614,0.29412,0.29553,0.32289,0.33765,0.34255,0.36728,0.36818,0.36987,0.38102,0.38211,0.38277,0.38579,0.38842,0.39659,0.39689,0.39935,0.39978,0.40065,0.40108,0.40245,0.40294,0.40388,0.40478,0.40607,0.40874,0.41377,0.46674,0.55423,0.55451,0.555,0.55541,0.55575,0.55635,0.55652,0.55675,0.55692,0.55707,0.55727,0.55744,0.55879,0.55894,0.55909,0.55921,0.55943,0.55964,0.55986,0.56011,0.56035,0.5606,0.56084,0.56112,0.56473,0.56508,0.56522,0.5654,0.56557,0.56574,0.56591,0.56608,0.56625,0.57397,0.5741,0.57425,0.57438,0.57481,0.57496,0.57513,0.57528,0.57545,0.5756,0.57658,0.57673,0.5769,0.57896,0.57924,0.57945,0.57966,0.57988,0.58014,0.58037,0.58061,0.58084,0.58112,0.58133,0.58155,0.58176,0.58204,0.58223,0.58253,0.58283,0.58313,0.58407,0.58456,0.58488,0.58518,0.58555,0.58589,0.58625,0.58805,0.58839,0.59004,0.60531,0.64431,0.64686,0.85359,0.86339,0.88497
0.012164,0,0.0026069,0.0053617,0.0096027,0.024434,0.028381,0.020675,0.0267,0.020133,0.026073,0.038803,0.052911,0.062615,0.066354,0.065922,0.064388,0.062198,0.059515,0.057162,0.05489,0.05289,0.051108,0.049452,0.047936,0.046584,0.045373,0.044408,0.043576,0.042802,0.042175,0.041689,0.041373,0.041109,0.041017,0.041015,0.041114,0.041343,0.041666,0.042108,0.042603,0.043169,0.043824,0.044429,0.044984,0.045463,0.047514,0.0488,0.050439,0.051589,0.053157,0.056356,0.059804,0.060521,0.061162,0.061956,0.063935,0.065342,0.067462,0.069529,0.071925,0.07576,0.081868,0.091189,0.10815,0.1019,0.096308,0.096967,0.10101,0.10663,0.1101,0.11282,0.11594,0.11998,0.12303,0.13295,0.13369,0.13438,0.13523,0.13637,0.13729,0.13787,0.13857,0.13918,0.13978,0.14081,0.14174,0.1426,0.14333,0.14414,0.14498,0.14586,0.14673,0.14755,0.14845,0.14936,0.15035,0.15092,0.15142,0.15279,0.15396,0.15688,0.15761,0.15909,0.16039,0.16168,0.1624,0.16306,0.1645,0.16549,0.16659,0.16719,0.16799,0.16929,0.17121,0.17196,0.17437,0.17515,0.17773,0.17952,0.18021,0.18192,0.18309,0.18448,0.18566,0.18696,0.18868,0.19074,0.19359,0.19567,0.19813,0.20135,0.20456,0.20708,0.21095,0.21666,0.22684,0.23005,0.23253,0.25345,0.25688,0.26007,0.267,0.26937,0.27455,0.28627,0.29006,0.29138,0.3012,0.303,0.32405,0.33939,0.34619,0.37554,0.37665,0.37898,0.39518,0.39631,0.397,0.39973,0.40292,0.41229,0.41261,0.41561,0.41604,0.41704,0.41747,0.41882,0.41933,0.4204,0.42141,0.4229,0.42605,0.43261,0.49775,0.6014,0.60168,0.6021,0.60253,0.60294,0.60358,0.60375,0.60397,0.60414,0.60429,0.60446,0.60461,0.60608,0.60621,0.60634,0.60647,0.60666,0.60683,0.607,0.60722,0.60741,0.60762,0.60782,0.60803,0.61079,0.61113,0.6113,0.61145,0.6116,0.61177,0.61192,0.6121,0.61224,0.61676,0.61689,0.61702,0.61714,0.61768,0.61783,0.61798,0.61813,0.61828,0.61843,0.61911,0.61926,0.61943,0.6217,0.62198,0.62217,0.62236,0.62256,0.62277,0.62296,0.62318,0.62337,0.62365,0.62384,0.62401,0.6242,0.62442,0.62459,0.62489,0.62519,0.62549,0.62621,0.6266,0.6269,0.6272,0.62756,0.62793,0.62831,0.62983,0.63019,0.6321,0.65152,0.68799,0.69045,0.90282,0.91101,0.92551
0.015392,0.0026069,0,0.0023916,0.0063344,0.020828,0.02536,0.01811,0.024458,0.019447,0.023619,0.036277,0.050404,0.060089,0.063864,0.063507,0.062033,0.059881,0.057216,0.054873,0.05261,0.050616,0.048834,0.047178,0.045655,0.044297,0.043082,0.042115,0.041281,0.040502,0.039873,0.039389,0.039066,0.038801,0.038707,0.038705,0.038805,0.039041,0.03937,0.039819,0.040309,0.040868,0.041507,0.042098,0.042635,0.043709,0.048047,0.049275,0.050862,0.052009,0.053617,0.05695,0.06064,0.061353,0.062001,0.062831,0.064945,0.066324,0.068417,0.070492,0.072781,0.075067,0.079724,0.089158,0.10563,0.099271,0.093931,0.096004,0.10305,0.10872,0.11215,0.11478,0.11786,0.12176,0.12475,0.1342,0.13493,0.13564,0.1365,0.13764,0.13858,0.13915,0.13985,0.14047,0.14107,0.14208,0.14299,0.14387,0.14459,0.14539,0.14622,0.14708,0.14794,0.14875,0.14963,0.15053,0.1515,0.15208,0.15258,0.15393,0.15508,0.15798,0.15869,0.16013,0.16141,0.16265,0.16339,0.16404,0.16543,0.16639,0.16746,0.16806,0.16885,0.1701,0.172,0.17276,0.1751,0.17587,0.17838,0.18014,0.18082,0.18246,0.18359,0.18496,0.18613,0.18739,0.18903,0.191,0.19374,0.19573,0.19809,0.20123,0.20434,0.20664,0.21034,0.21598,0.22573,0.22883,0.23127,0.25166,0.25497,0.25803,0.26481,0.26734,0.27239,0.28319,0.28721,0.28854,0.29859,0.3006,0.31911,0.335,0.34283,0.37182,0.37299,0.37565,0.39445,0.39558,0.39625,0.39899,0.40215,0.4118,0.41212,0.41514,0.41556,0.41659,0.41702,0.41832,0.41882,0.41991,0.42098,0.4225,0.42558,0.43253,0.49966,0.60677,0.60705,0.60747,0.6079,0.60829,0.60893,0.60908,0.60929,0.60946,0.60961,0.60978,0.60993,0.61139,0.61152,0.61165,0.61177,0.61195,0.61214,0.61231,0.6125,0.61272,0.61291,0.6131,0.61331,0.61605,0.61639,0.61654,0.61669,0.61687,0.61702,0.61717,0.61734,0.61749,0.62196,0.62209,0.62224,0.62236,0.62288,0.62303,0.62318,0.62333,0.62348,0.62363,0.62429,0.62444,0.62461,0.62688,0.62716,0.62733,0.62752,0.62771,0.62793,0.62812,0.62831,0.6285,0.62878,0.62895,0.62914,0.62932,0.62953,0.6297,0.63,0.6303,0.63058,0.63131,0.63169,0.63199,0.63229,0.63267,0.63306,0.63344,0.63496,0.63533,0.63717,0.65772,0.69386,0.69625,0.90311,0.91118,0.92538
0.017183,0.0053617,0.0023916,0,0.0033115,0.016968,0.022231,0.015873,0.02249,0.019437,0.021279,0.032751,0.046905,0.056805,0.060848,0.060728,0.059436,0.057417,0.054852,0.052593,0.050385,0.048443,0.046697,0.045065,0.043567,0.042226,0.041032,0.040083,0.039263,0.038497,0.037883,0.037409,0.037094,0.03684,0.036752,0.036756,0.036863,0.037103,0.037436,0.037886,0.038373,0.038927,0.039561,0.040142,0.0418,0.044047,0.048237,0.049435,0.050988,0.052096,0.05372,0.057096,0.061075,0.061781,0.062437,0.063297,0.065531,0.06684,0.068633,0.070545,0.072682,0.074832,0.078144,0.087766,0.10422,0.097688,0.092372,0.096104,0.10327,0.10884,0.11208,0.11468,0.11778,0.12164,0.12455,0.13367,0.13439,0.13507,0.1359,0.13689,0.13768,0.13825,0.13891,0.13953,0.14011,0.14107,0.14196,0.14286,0.14356,0.14435,0.14516,0.14599,0.14685,0.14768,0.14854,0.14944,0.15038,0.15095,0.15145,0.1528,0.15396,0.15693,0.15764,0.15907,0.16033,0.16155,0.16233,0.16299,0.16434,0.16529,0.16634,0.16693,0.16771,0.16894,0.17082,0.17159,0.17388,0.17463,0.17709,0.17874,0.17941,0.18096,0.18206,0.18339,0.18453,0.1858,0.18738,0.18928,0.19195,0.1939,0.19621,0.19929,0.20223,0.20441,0.20789,0.21306,0.22259,0.22564,0.22808,0.24708,0.25031,0.25333,0.26007,0.2628,0.26783,0.2784,0.28276,0.28411,0.29459,0.29686,0.31432,0.33074,0.33943,0.36844,0.3697,0.37263,0.3946,0.39571,0.3964,0.39922,0.4023,0.41214,0.41248,0.4155,0.41593,0.41698,0.41743,0.41871,0.4192,0.42034,0.42143,0.42299,0.426,0.43343,0.50274,0.61524,0.6155,0.6159,0.61633,0.61669,0.61731,0.61746,0.61768,0.61783,0.618,0.61815,0.6183,0.61956,0.61969,0.6198,0.61992,0.6201,0.62027,0.62044,0.62063,0.6208,0.62099,0.62119,0.62138,0.62369,0.62403,0.62418,0.62433,0.62448,0.62463,0.62478,0.62493,0.62508,0.62906,0.62919,0.62932,0.62944,0.62996,0.63011,0.63026,0.63039,0.63054,0.63068,0.63133,0.6315,0.63165,0.63385,0.63411,0.6343,0.63449,0.63469,0.63488,0.63507,0.63526,0.63546,0.63573,0.6359,0.63608,0.63625,0.63646,0.63663,0.63693,0.63723,0.63753,0.63815,0.63854,0.63884,0.63913,0.63952,0.63991,0.64031,0.64181,0.64219,0.64401,0.66577,0.70109,0.70344,0.90855,0.91627,0.92953
0.019086,0.0096027,0.0063344,0.0033115,0,0.011006,0.018118,0.013768,0.020829,0.019347,0.02145,0.030955,0.045123,0.055044,0.059117,0.059047,0.057802,0.05581,0.053262,0.051012,0.048813,0.046875,0.045129,0.043497,0.041999,0.040656,0.039462,0.038512,0.037695,0.036929,0.036315,0.035838,0.03552,0.035259,0.035165,0.035162,0.035263,0.03549,0.03583,0.036392,0.037438,0.038309,0.03925,0.040547,0.042235,0.044447,0.048682,0.04984,0.05132,0.052368,0.053896,0.05704,0.061162,0.061841,0.062484,0.063321,0.065537,0.06678,0.068374,0.070139,0.072175,0.074248,0.076653,0.086437,0.10286,0.096049,0.090774,0.095792,0.10294,0.10831,0.11134,0.11389,0.11701,0.12084,0.12363,0.1324,0.13311,0.13375,0.13453,0.13545,0.13619,0.13674,0.13737,0.13796,0.13852,0.13944,0.14031,0.14119,0.14188,0.14265,0.14342,0.14422,0.14506,0.14587,0.1467,0.14757,0.14846,0.14901,0.14949,0.1508,0.15193,0.15469,0.1554,0.15681,0.15806,0.15925,0.16002,0.16066,0.16199,0.16292,0.16395,0.16452,0.1653,0.1665,0.16834,0.16908,0.17123,0.17197,0.17431,0.17588,0.17654,0.17803,0.17909,0.18036,0.18146,0.18271,0.18422,0.18602,0.18862,0.1905,0.19274,0.19576,0.19856,0.20064,0.204,0.20896,0.2182,0.22126,0.22372,0.24143,0.24462,0.24768,0.25465,0.25769,0.2627,0.27309,0.2778,0.27923,0.29138,0.29419,0.31111,0.32828,0.33716,0.36596,0.36739,0.37101,0.3998,0.40091,0.4016,0.40436,0.40722,0.41672,0.41706,0.42027,0.42068,0.42179,0.42224,0.4235,0.42401,0.42519,0.42633,0.42791,0.43092,0.43922,0.50764,0.633,0.63325,0.63364,0.63404,0.63441,0.63503,0.63518,0.63537,0.63552,0.63567,0.63582,0.63597,0.63712,0.63723,0.63736,0.63749,0.63764,0.63781,0.63798,0.63815,0.63832,0.63851,0.63869,0.63888,0.64095,0.6413,0.64145,0.64157,0.64172,0.64187,0.64202,0.64217,0.64232,0.64598,0.64611,0.64624,0.64637,0.64688,0.64703,0.64718,0.64733,0.64748,0.64761,0.64825,0.6484,0.64855,0.65073,0.65099,0.65118,0.65137,0.65156,0.65176,0.65195,0.65214,0.65233,0.65259,0.65276,0.65293,0.6531,0.65332,0.65347,0.65377,0.65407,0.65437,0.65492,0.65526,0.65556,0.65588,0.65625,0.65666,0.65704,0.65854,0.65892,0.66068,0.68372,0.71758,0.7198,0.92312,0.93041,0.94269
0.030349,0.024434,0.020828,0.016968,0.011006,0,0.0089995,0.013493,0.019256,0.025016,0.027222,0.029247,0.04047,0.050285,0.054492,0.054785,0.053836,0.05206,0.049679,0.047551,0.045435,0.043574,0.041882,0.04029,0.039434,0.039762,0.04008,0.040399,0.040716,0.041024,0.041334,0.041644,0.041959,0.042282,0.042615,0.042951,0.043311,0.043694,0.044109,0.044703,0.046,0.047159,0.048141,0.049279,0.050702,0.052565,0.055855,0.056948,0.058289,0.059226,0.060521,0.063054,0.066641,0.067274,0.067884,0.068684,0.070637,0.071784,0.07324,0.074851,0.076725,0.078636,0.080347,0.084101,0.10056,0.093383,0.094278,0.10005,0.10532,0.10975,0.11249,0.11494,0.11786,0.12128,0.12368,0.13131,0.13195,0.13252,0.13318,0.13399,0.13465,0.13513,0.1357,0.1362,0.13671,0.13753,0.1383,0.139,0.13962,0.14031,0.14101,0.14173,0.14247,0.14319,0.14393,0.14469,0.14548,0.14597,0.1464,0.14752,0.14848,0.15072,0.15136,0.15263,0.15375,0.15481,0.1554,0.15599,0.15717,0.15801,0.15894,0.15946,0.16018,0.16125,0.16288,0.16351,0.16539,0.16605,0.16806,0.16951,0.17012,0.17154,0.17252,0.17364,0.17463,0.1757,0.17707,0.1787,0.18106,0.18275,0.18481,0.18786,0.19065,0.19261,0.19581,0.20039,0.20866,0.21154,0.21407,0.23007,0.23303,0.23632,0.24349,0.24723,0.25168,0.26146,0.26958,0.27222,0.28591,0.28999,0.30548,0.32279,0.33239,0.36087,0.36232,0.36651,0.41154,0.41257,0.41321,0.41595,0.41929,0.42748,0.42782,0.43159,0.43202,0.43326,0.43373,0.43492,0.43544,0.43674,0.43801,0.43961,0.44241,0.45129,0.51827,0.67728,0.67753,0.67788,0.67826,0.67858,0.67914,0.67927,0.67946,0.67961,0.67976,0.67989,0.68004,0.68104,0.68117,0.68128,0.68141,0.68156,0.68171,0.68186,0.68203,0.6822,0.68237,0.68252,0.68271,0.68455,0.68487,0.685,0.68513,0.68528,0.68543,0.68556,0.68571,0.68583,0.68909,0.68921,0.68934,0.68947,0.68992,0.69007,0.6902,0.69035,0.6905,0.69065,0.69122,0.69137,0.69152,0.69347,0.69371,0.69388,0.69407,0.69424,0.69443,0.6946,0.69478,0.69497,0.6952,0.69538,0.69555,0.69572,0.69591,0.69606,0.69638,0.69668,0.697,0.69751,0.69788,0.6982,0.69852,0.6989,0.69929,0.69967,0.70104,0.70143,0.70303,0.72321,0.7532,0.75519,0.95176,0.95811,0.96881
0.033629,0.028381,0.02536,0.022231,0.018118,0.0089995,0,0.0061254,0.01427,0.018692,0.022425,0.025144,0.035646,0.045317,0.049386,0.049611,0.048669,0.047039,0.044808,0.042872,0.040983,0.039308,0.037781,0.036345,0.036437,0.036771,0.037096,0.037424,0.037749,0.038067,0.03839,0.038711,0.039041,0.039379,0.039723,0.040076,0.040453,0.040857,0.04131,0.042012,0.043591,0.044834,0.046004,0.047339,0.049018,0.051435,0.055479,0.056691,0.058232,0.059188,0.060446,0.06287,0.066081,0.066697,0.067255,0.067927,0.069257,0.070404,0.071865,0.073487,0.075369,0.077281,0.07904,0.082446,0.099012,0.091465,0.090983,0.095388,0.099677,0.10375,0.10633,0.10885,0.11182,0.11573,0.11798,0.1253,0.12593,0.12648,0.12711,0.1279,0.12854,0.129,0.12954,0.13003,0.13052,0.13132,0.13207,0.13271,0.13332,0.13399,0.13467,0.13538,0.1361,0.1368,0.13752,0.13826,0.13904,0.13951,0.13993,0.14101,0.14194,0.14407,0.14469,0.14594,0.14705,0.14809,0.1486,0.14918,0.15034,0.15116,0.15207,0.15258,0.15329,0.15435,0.15595,0.15656,0.15839,0.15904,0.161,0.16243,0.16302,0.1644,0.16535,0.16644,0.16745,0.16847,0.16981,0.17153,0.17406,0.17571,0.17788,0.18113,0.18417,0.18618,0.18931,0.19373,0.20176,0.20455,0.20713,0.22261,0.22558,0.22866,0.23617,0.23927,0.24364,0.25356,0.2631,0.26854,0.27992,0.28368,0.29953,0.31541,0.32619,0.35646,0.35783,0.36189,0.41353,0.41454,0.41516,0.41867,0.42205,0.42874,0.42908,0.43317,0.4336,0.43469,0.43516,0.43634,0.43685,0.4382,0.43948,0.44104,0.44376,0.4515,0.51887,0.69069,0.69093,0.69129,0.69165,0.69197,0.69251,0.69266,0.69285,0.69298,0.69313,0.69326,0.69339,0.69439,0.69452,0.69463,0.69475,0.6949,0.69505,0.6952,0.69535,0.69552,0.6957,0.69585,0.69602,0.69786,0.69816,0.69831,0.69843,0.69858,0.69871,0.69886,0.69901,0.69914,0.70237,0.7025,0.70263,0.70273,0.7032,0.70333,0.70348,0.70361,0.70376,0.70389,0.70447,0.70462,0.70477,0.70667,0.70691,0.70708,0.70727,0.70744,0.70761,0.70778,0.70795,0.70815,0.70838,0.70855,0.70872,0.70889,0.70907,0.70924,0.70956,0.7099,0.71022,0.71076,0.71112,0.71146,0.71178,0.71217,0.71255,0.71294,0.71431,0.71469,0.7163,0.73375,0.76272,0.76466,0.96464,0.97074,0.9813
0.025624,0.020675,0.01811,0.015873,0.013768,0.013493,0.0061254,0,0.013024,0.0050792,0.0093771,0.020236,0.033806,0.043379,0.047418,0.047679,0.0468,0.045247,0.043097,0.041227,0.039398,0.037764,0.03627,0.034863,0.033581,0.032452,0.031457,0.030683,0.030037,0.029444,0.028971,0.028633,0.028432,0.028278,0.028253,0.028313,0.028443,0.028666,0.028984,0.029395,0.029831,0.030302,0.030828,0.031303,0.03174,0.033556,0.038232,0.039635,0.041447,0.042511,0.043905,0.046648,0.049837,0.050505,0.051085,0.05178,0.053125,0.054417,0.056075,0.057907,0.060027,0.064001,0.071251,0.081479,0.097978,0.090337,0.085218,0.084448,0.085374,0.090104,0.093037,0.095993,0.099474,0.10401,0.10658,0.11509,0.11579,0.11642,0.11712,0.11803,0.11875,0.11926,0.11987,0.12041,0.12096,0.12189,0.12275,0.12347,0.12416,0.12493,0.12572,0.12654,0.12737,0.12819,0.12901,0.12987,0.13077,0.13131,0.13178,0.13304,0.13411,0.13661,0.13733,0.13881,0.14012,0.14133,0.14189,0.14256,0.14393,0.14487,0.14594,0.14652,0.14735,0.14859,0.15049,0.15119,0.15336,0.1541,0.1564,0.15809,0.15876,0.16037,0.16147,0.16271,0.16389,0.16505,0.16662,0.16862,0.17161,0.17353,0.17606,0.17986,0.18337,0.18571,0.1893,0.19454,0.20393,0.20694,0.20979,0.22787,0.23123,0.23454,0.2422,0.24522,0.24967,0.26077,0.26608,0.2692,0.27908,0.28154,0.29911,0.31464,0.323,0.35507,0.3562,0.35898,0.3845,0.38562,0.38628,0.38915,0.39312,0.4007,0.40104,0.40553,0.40596,0.40712,0.40756,0.40883,0.40932,0.41047,0.41154,0.41306,0.41608,0.42363,0.48421,0.62288,0.62315,0.62356,0.62399,0.62435,0.62499,0.62514,0.62536,0.62551,0.62566,0.62581,0.62596,0.62716,0.62728,0.62741,0.62754,0.62769,0.62786,0.62803,0.6282,0.6284,0.62857,0.62876,0.62895,0.63116,0.6315,0.63165,0.6318,0.63197,0.63212,0.63227,0.63242,0.63257,0.63648,0.63661,0.63674,0.63689,0.63742,0.63755,0.63772,0.63787,0.63802,0.63817,0.63886,0.63901,0.63916,0.64147,0.64172,0.64194,0.64213,0.64232,0.64251,0.64271,0.64292,0.64311,0.64339,0.64356,0.64376,0.64393,0.64412,0.64431,0.64461,0.64493,0.64523,0.64581,0.64617,0.64649,0.64679,0.64716,0.6475,0.64786,0.64942,0.64977,0.65165,0.66724,0.70015,0.70231,0.91,0.9173,0.93013
0.031269,0.0267,0.024458,0.02249,0.020829,0.019256,0.01427,0.013024,0,0.006488,0.0076385,0.016555,0.030039,0.039822,0.044154,0.044716,0.044094,0.042742,0.040746,0.039002,0.03728,0.035736,0.034317,0.032974,0.031752,0.030676,0.029735,0.029008,0.028405,0.027853,0.027414,0.027106,0.026926,0.026798,0.026789,0.026864,0.02701,0.027243,0.027566,0.027977,0.028407,0.028871,0.029391,0.029866,0.031472,0.035062,0.039736,0.041516,0.043591,0.04511,0.047153,0.050815,0.054612,0.055399,0.056035,0.056796,0.058168,0.059434,0.060983,0.06276,0.064853,0.067351,0.070164,0.080443,0.097046,0.089156,0.084103,0.08512,0.089929,0.094444,0.097352,0.10065,0.10443,0.10915,0.11289,0.1255,0.1263,0.12691,0.12758,0.12843,0.12912,0.1296,0.13018,0.13068,0.13121,0.13206,0.13286,0.13353,0.13417,0.13488,0.13561,0.13636,0.13712,0.13788,0.13863,0.13942,0.14024,0.14075,0.14119,0.14233,0.14331,0.14551,0.14618,0.14754,0.14873,0.14985,0.1504,0.15104,0.15228,0.15314,0.15411,0.15467,0.15543,0.15656,0.15828,0.15892,0.16085,0.16153,0.16359,0.16512,0.16576,0.16722,0.16825,0.16939,0.17053,0.17163,0.1731,0.17497,0.17775,0.17965,0.1821,0.18638,0.1895,0.19196,0.19532,0.20171,0.21014,0.21313,0.21585,0.23187,0.23487,0.23814,0.24471,0.24886,0.25249,0.26336,0.26693,0.26877,0.27694,0.27863,0.29421,0.30753,0.31385,0.35796,0.359,0.36099,0.37154,0.37276,0.37359,0.37655,0.38023,0.39283,0.39315,0.39708,0.39749,0.39854,0.39901,0.40044,0.40104,0.40213,0.40316,0.40459,0.40793,0.41475,0.51187,0.62521,0.62547,0.62583,0.62621,0.62656,0.62711,0.62726,0.62748,0.62763,0.62775,0.6279,0.62805,0.6291,0.62923,0.62936,0.62947,0.62964,0.62979,0.62994,0.63011,0.63028,0.63045,0.63062,0.63081,0.63276,0.63308,0.63323,0.63336,0.63351,0.63366,0.63381,0.63396,0.63411,0.63755,0.63768,0.63781,0.63794,0.63843,0.63856,0.63871,0.63886,0.63899,0.63913,0.63978,0.63993,0.64008,0.64211,0.64234,0.64254,0.64273,0.6429,0.64309,0.64328,0.64346,0.64365,0.64391,0.64408,0.64425,0.64442,0.64461,0.64476,0.64508,0.6454,0.64572,0.64626,0.64664,0.64696,0.64729,0.64763,0.64799,0.64835,0.64977,0.65011,0.65193,0.66786,0.70802,0.71044,0.95884,0.96682,0.97912
0.029941,0.020133,0.019447,0.019437,0.019347,0.025016,0.018692,0.0050792,0.006488,0,0.001982,0.0075985,0.016426,0.024233,0.028608,0.030379,0.031021,0.03085,0.029994,0.02913,0.02812,0.027112,0.02612,0.025164,0.024295,0.023566,0.02295,0.022509,0.022179,0.021886,0.02167,0.021544,0.02151,0.021518,0.021617,0.021769,0.02197,0.022229,0.022567,0.022956,0.02336,0.023792,0.024276,0.024725,0.025147,0.026877,0.031844,0.033584,0.03568,0.037036,0.038906,0.042489,0.046522,0.047326,0.047985,0.048783,0.050351,0.051761,0.053429,0.055288,0.057442,0.059795,0.066453,0.076834,0.09426,0.086226,0.080955,0.07956,0.083398,0.088352,0.091424,0.09472,0.098565,0.1034,0.10667,0.11779,0.11863,0.1193,0.12005,0.121,0.12177,0.12228,0.1229,0.12346,0.12403,0.125,0.12588,0.12662,0.12733,0.12811,0.12894,0.12977,0.13062,0.13145,0.13228,0.13315,0.13405,0.1346,0.13507,0.13634,0.13743,0.13988,0.14063,0.14214,0.14348,0.14469,0.14525,0.14594,0.1473,0.14824,0.1493,0.1499,0.15072,0.15197,0.1539,0.1546,0.15675,0.15749,0.15978,0.16147,0.16215,0.16375,0.16485,0.16607,0.1673,0.16849,0.17006,0.1721,0.17515,0.17712,0.17972,0.18384,0.18729,0.18981,0.19341,0.1993,0.20857,0.21164,0.2145,0.23217,0.23525,0.2385,0.24575,0.24903,0.25286,0.26381,0.26747,0.26901,0.27782,0.27953,0.29658,0.31098,0.31718,0.35355,0.35455,0.35648,0.3663,0.36748,0.36822,0.37075,0.37475,0.38515,0.38544,0.38985,0.39028,0.39139,0.39184,0.39315,0.39366,0.39471,0.39567,0.39708,0.40038,0.4075,0.47844,0.59348,0.59376,0.59417,0.59457,0.59496,0.5956,0.59575,0.59599,0.59616,0.59631,0.59646,0.59661,0.59781,0.59793,0.59806,0.59819,0.59836,0.59853,0.5987,0.59887,0.59907,0.59926,0.59943,0.59962,0.60185,0.60221,0.60236,0.60251,0.60266,0.60281,0.60298,0.60313,0.60328,0.6072,0.60735,0.60747,0.60762,0.60816,0.60831,0.60846,0.60861,0.60878,0.60893,0.60968,0.60983,0.61,0.61231,0.61261,0.6128,0.61302,0.61321,0.61342,0.61361,0.61383,0.61402,0.61432,0.61451,0.61471,0.61488,0.61509,0.61528,0.61558,0.6159,0.6162,0.61676,0.61712,0.61744,0.61776,0.61811,0.61845,0.61881,0.62037,0.62072,0.62311,0.63834,0.67533,0.67764,0.8992,0.90737,0.92149
